reward_choice	left_face	right_face	rewarded_resp	RT	actual_resp	rewarded	session	correct_resp	correct
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	2.000244687	f	1.0	plusneu	f	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	1.733664369	f	1.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	1.7353122330000001	j	1.0	plusneu	f	0
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	1.268706488	j	0.0	plusneu	f	0
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.300174824	f	0.0	plusneu	j	0
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	1.166981651	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.166950089	j	1.0	plusneu	j	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.233546565	j	1.0	plusneu	j	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	2.0337092830000003	f	0.0	plusneu	f	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.433478759	j	1.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	f	1.133656268	j	0.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.5002886119999999	j	1.0	plusneu	j	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	f	1.4355504469999998	j	0.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	f	1.53363866	j	0.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	f	1.200025507	f	1.0	plusneu	j	0
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	1.5335536280000002	f	1.0	plusneu	f	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.033618091	f	0.0	plusneu	j	0
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	f	1.233620415	j	0.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.2335904979999999	f	0.0	plusneu	j	0
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	0.933581062	f	1.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	0.733577698	f	0.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	f	1.866985664	j	0.0	plusneu	j	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	1.333647564	f	1.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	0.735120615	f	0.0	plusneu	f	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.433694911	j	1.0	plusneu	j	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	1.000402722	f	1.0	plusneu	f	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	1.666862588	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.800489448	f	0.0	plusneu	j	0
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	f	1.333472651	j	0.0	plusneu	j	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.867044017	j	1.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	2.000339023	f	1.0	plusneu	f	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	j	1.8334063109999998	f	0.0	plusneu	f	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.56554131	f	0.0	plusneu	j	0
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.764759385	f	1.0	plusneu	f	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	1.433728906	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.734931806	j	1.0	plusneu	j	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.264507947	j	1.0	plusneu	j	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	1.768297655	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	f	1.633759681	j	0.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.833748877	j	0.0	plusneu	f	0
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	f	1.0997942859999998	f	1.0	plusneu	j	0
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	0.5336566189999999	f	0.0	plusneu	j	0
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	1.633679621	j	1.0	plusneu	f	0
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	1.133687852	f	1.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	0.43363945200000004	f	1.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	0.666886499	f	1.0	plusneu	f	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	f	1.266955125	j	0.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	f	0.6679750870000001	j	0.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	0.466969009	j	1.0	plusneu	j	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	0.866894031	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.800232352	j	1.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	1.266978558	f	1.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	0.867687468	f	0.0	plusneu	f	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.666961872	f	1.0	plusneu	f	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	j	1.3012928959999999	f	0.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	0.701575666	f	0.0	plusneu	f	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.40036799	j	1.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.9335269820000001	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.7669591370000001	j	1.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.166957397	j	1.0	plusneu	j	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.666026841	j	1.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	j	1.167171371	j	1.0	plusneu	f	0
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	f	1.100266877	f	1.0	plusneu	j	0
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	0.6335798029999999	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.000799732	f	0.0	plusneu	j	0
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	0.46694381	j	0.0	plusneu	f	0
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.8668372409999999	f	0.0	plusneu	j	0
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.000294999	f	0.0	plusneu	j	0
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	1.500500966	f	1.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	1.833739484	j	0.0	plusneu	f	0
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.766913848	f	1.0	plusneu	f	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	1.0003214390000001	f	1.0	plusneu	f	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	j	0.567010997	f	0.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.869081533	j	1.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.333557868	j	1.0	plusneu	j	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.4668491380000002	f	0.0	plusneu	j	0
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.333585458	j	1.0	plusneu	j	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.300223398	f	0.0	plusneu	j	0
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.867168895	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.500299646	f	0.0	plusneu	j	0
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	1.500264034	f	1.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	0.6669659520000001	f	0.0	plusneu	f	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.700314962	f	1.0	plusneu	f	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	f	1.733859492	j	0.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	0.767074611	j	1.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	j	0.60025977	f	0.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	f	1.100255744	j	0.0	plusneu	j	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	0.93370724	j	0.0	plusneu	f	0
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	1.332392162	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.166918609	j	1.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	1.233655006	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.4002931580000002	j	1.0	plusneu	j	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	1.267029702	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.333664833	j	1.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.2335835659999999	j	1.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.70026098	f	1.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	1.067108195	j	1.0	plusneu	f	0
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.631690479	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.766903452	j	1.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.433819591	j	1.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.667008274	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.566993989	j	1.0	plusneu	j	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.166940392	j	1.0	plusneu	j	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.867059797	j	1.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.766898319	f	1.0	plusneu	f	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	f	1.266996535	f	1.0	plusneu	j	0
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	j	0.567051324	f	0.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	2.10241731	j	1.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	0.76696337	j	1.0	plusneu	j	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.66848899	j	1.0	plusneu	j	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	0.8002898079999999	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.333561305	j	1.0	plusneu	j	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	1.233577985	f	1.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	0.533645236	f	0.0	plusneu	f	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.833591175	j	1.0	plusneu	j	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	1.566947483	j	1.0	plusneu	f	0
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.733691172	j	1.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.6669590470000001	f	1.0	plusneu	f	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.533741638	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.965073725	j	1.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.666747878	f	1.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	0.8655338779999999	j	1.0	plusneu	f	0
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	1.567066048	f	0.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.7993033279999999	j	1.0	plusneu	j	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.933284095	j	1.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.600178167	f	1.0	plusneu	f	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.6337026139999999	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	f	0.668340861	j	0.0	plusneu	j	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	0.666919673	f	1.0	plusneu	f	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	0.8336589209999999	j	1.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.633785342	f	1.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	1.235144421	f	1.0	plusneu	f	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.23352998	j	1.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.066931074	j	1.0	plusneu	j	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.600356435	f	1.0	plusneu	f	1
80_vs_20	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	f	0.9001478559999999	f	1.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	2.167032603	j	0.0	plusneu	f	0
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	f	0.833647957	j	0.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	f	1.300565844	j	0.0	plusneu	j	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.866976414	j	1.0	plusneu	j	1
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	1.033449138	j	1.0	plusneu	j	1
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.100312398	j	1.0	plusneu	j	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	0.9015201420000001	j	0.0	plusneu	f	0
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	f	0.7316325690000001	j	0.0	plusneu	j	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	0.93527152	f	0.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	0.73362207	j	0.0	plusneu	f	0
80_vs_20	id-1291_gender-F_age-24_rewardprob-20_session-plusneu.png	id-1269_gender-F_age-23_rewardprob-80_session-plusneu.png	j	0.6336895570000001	j	1.0	plusneu	j	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	f	0.7003729040000001	f	1.0	plusneu	f	1
64_vs_36	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	j	1.3670334130000001	j	1.0	plusneu	f	0
64_vs_36	id-1360_gender-F_age-20_rewardprob-36_session-plusneu.png	id-1274_gender-F_age-33_rewardprob-64_session-plusneu.png	j	1.433614068	j	1.0	plusneu	j	1
